Tarih,Vardiya,Önceki vardiyadan devam eden uçuşlar,Gün içerisinde bırakılan ekipman bilgisi,Personel listesi,Erken çıkan personeller,Mesaiye kalan personeller,Extra verilen hizmetler / ekipman takibi,Bilgilendirme,Gelmeyen veya geç gelen personeller,Şoför Devreden,Şoför Devralan,Şoför Devreden Saati,Şoför Devralan Saati,YBT Devreden,YBT Devralan,YBT Devreden Saati,YBT Devralan Saati
2026-08-02,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,00:52,00:52,Mehmet Yılmaz,Samet Avcı,00:30,04:45
